-11.6101,-0.945088,-3.87821
8.08063,1.52943,3.13052
-9.26944,-0.105549,-3.27072
-9.31892,-0.170087,-3.60018
10.7721,1.58222,4.13766
-14.3254,-0.610427,-5.21584
-4.69269,0.355155,-2.00888
-10.6851,-0.131189,-3.86053
-9.43257,0.0122337,-3.47495
-14.0508,-0.652832,-4.97463
-14.7673,-0.809644,-5.3561
-14.7349,-0.891067,-5.4053
-14.364,-0.841406,-5.14777
-9.93772,-0.068297,-3.73308
-13.4238,-0.625449,-4.82368
-14.6002,-0.901427,-5.25418
-11.0448,-0.19792,-4.11223
-10.7986,-0.262309,-4.00795
-9.54452,-0.0289515,-3.58026
-14.3469,-0.720891,-5.20193
-14.1681,-0.686036,-5.11639
11.2247,1.71293,4.32145
-14.6895,-0.817308,-5.26908
4.64799,0.940277,1.82281
-11.1662,-0.167064,-4.06886
-9.15504,0.0441488,-3.48633
-11.0537,-0.206863,-4.08741
10.5685,1.61741,4.20739
-9.3287,0.0981487,-3.56943
-13.8131,-0.669501,-5.00465
-9.68905,-0.0651177,-3.63306
-9.93967,-0.122212,-3.75238
-14.7157,-0.824017,-5.31441
11.3606,1.85772,4.47913
-10.2663,-0.130495,-3.83278
11.177,1.87375,4.4249
-13.6376,-0.661849,-4.98053
-12.5675,-0.412365,-4.67861
-3.75255,0.366792,-1.30825
-10.5146,-0.0917535,-3.9233
-14.3976,-0.755737,-5.19527
-3.25276,0.932222,-1.49296
-14.3118,-0.713554,-5.17976
-8.1587,0.194882,-3.13253
-14.4274,-0.733967,-5.23398
-10.0408,-0.0928247,-3.76345
-9.84945,-0.0393074,-3.73256
-13.8307,-0.756172,-5.06248
11.6727,1.92651,4.63245
-13.1049,-0.645667,-4.84408
10.4461,1.79761,4.10002
-13.662,-0.620043,-4.97378
11.2127,1.97641,4.41683
7.94356,1.55476,-5.43227
-14.1971,-0.759811,-5.13463
-10.3955,-0.12753,-3.89777
-9.53876,-0.0248641,-3.61375
-12.5805,-0.466174,-4.59423
-11.0347,-0.184798,-4.12275
-10.263,-0.0653178,-3.837
-14.1616,-0.73463,-5.14129
11.5743,2.03677,4.6208
-12.0658,-0.471375,-4.43206
-9.28685,0.00197417,-3.51184
