-0.0651452,0.0577119,-0.0953249
-0.0862177,0.0569382,-0.0966379
-0.11398,0.0585821,-0.100112
-0.145789,0.0686884,-0.106265
-0.183867,0.0791368,-0.112919
-0.221893,0.0981032,-0.125383
-0.256954,0.109634,-0.134838
-0.282187,0.116833,-0.143484
-0.297205,0.121217,-0.13995
-0.289406,0.116706,-0.127453
-0.271166,0.104404,-0.11092
-0.246193,0.0868018,-0.0791091
-0.222489,0.0660719,-0.0399733
-0.204717,0.0452843,0.00278975
-0.194444,0.0252322,0.0463924
-0.189636,0.00494655,0.0907297
-0.186443,-0.0168606,0.130329
-0.182689,-0.0390834,0.162058
-0.175802,-0.0630747,0.189771
-0.164951,-0.088992,0.211943
-0.153136,-0.115229,0.223712
-0.140552,-0.140087,0.225195
-0.129936,-0.162917,0.217237
-0.12037,-0.183789,0.202488
-0.111109,-0.202326,0.179581
-0.101795,-0.218152,0.147643
-0.0919662,-0.229598,0.103798
-0.0814722,-0.239204,0.0583813
-0.0695906,-0.246738,0.0169978
-0.0594658,-0.252198,-0.0279188
-0.0496922,-0.254936,-0.0689234
-0.0407934,-0.254664,-0.108523
-0.0331813,-0.246211,-0.151798
-0.0256659,-0.238165,-0.184212
-0.0178404,-0.226647,-0.216355
-0.0108151,-0.213863,-0.236877
-0.00215209,-0.195766,-0.255619
0.0062536,-0.177339,-0.260458
0.0135926,-0.160309,-0.261131
0.0200227,-0.142314,-0.257704
