0.115565,-0.265177,0.253276,-0.0936233,0.0119462,-0.0282766,0.0279959,-0.0154252,0.0304133,-0.774193,0.239452,-0.265517,0.0615797,-0.0658181,0.185567,-0.0640437,0.0788375,-0.069177,0.0607301,-0.00752912,0.00710013,-0.035321,0.0104964,-0.0441604,0.0290249,-0.0883756,0.198502,-0.00144263,-0.00312786,0.00656537,0.00628687,0.0142972,0.00553471,-0.00617162,0.0109435,0.00158637
0.14626,-0.461368,0.480283,-0.2883,0.0567973,0.00762299,-0.0424841,-0.0165376,0.0297225,0.0677884,-0.0442147,0.089185,-0.0552347,0.0220177,-0.244315,0.114625,-0.111684,0.0837576,0.00278251,0.0304073,-0.0618546,0.0173022,-0.0315604,0.0493397,-0.0782141,0.24057,-0.509667,0.00381963,0.00935725,-0.0085297,-0.0118548,-0.0244946,-0.0110998,0.00899308,-0.0446408,0.0016871
0.147875,-0.250576,0.29725,-0.317532,0.19605,0.0219898,-0.0571454,-0.0267889,0.0117167,0.384574,-0.145933,0.070185,0.013814,0.0348307,0.0591194,-0.0237254,0.0305044,-0.00536434,-0.0889029,-0.00111694,0.0529709,0.0352632,0.0332575,-0.00497695,0.0739197,-0.304135,0.622476,-0.00559572,-0.0142339,0.00612091,0.0114629,0.0276163,0.0158928,0.00811324,0.050729,0.000307602
0.149789,0.131774,-0.0498339,-0.244187,0.392507,0.0172832,-0.0259358,-0.0475217,-0.00326307,0.150235,-0.0791819,-0.159735,0.114445,-0.0551656,0.672487,-0.217044,0.201689,-0.0699657,-0.00997502,0.00499778,0.0330286,-0.0164655,-0.024751,-0.0420671,-0.0200722,0.164371,-0.30264,0.00226261,0.00358385,0.000844908,-0.00377272,-0.00345183,-0.024334,-0.0165363,-0.0388723,-0.00820597
0.1521,0.269096,-0.175839,-0.20576,0.511586,0.0189169,0.0186457,-0.0310519,-0.0412927,-0.134292,0.151797,-0.177229,0.0502724,0.0903685,-0.183477,0.367741,-0.299414,0.255792,-0.0915286,0.031042,-0.0847285,0.120501,0.064961,0.299672,0.155579,-0.0812642,-0.00437179,-0.00954623,-0.016698,0.0111932,0.00824057,0.0189601,0.0202274,0.0389161,0.01391,-0.00366762
0.148083,0.214939,-0.117989,-0.250304,0.292915,0.0119442,-0.0101457,-0.0308155,0.0144775,-0.103438,0.00490936,0.0864111,-0.0528485,0.00666554,-0.387707,-0.0736478,0.0293413,-0.217438,0.13025,-0.0248048,0.0395131,-0.222216,-0.104907,-0.50767,-0.401526,0.144035,0.121215,0.000207841,0.00896583,0.00812278,0.00216881,0.0296649,-0.019802,-0.0821008,-0.0227749,-0.0242031
0.160269,0.222374,-0.0720263,-0.346706,-0.113826,-0.00491034,-0.0559179,-0.0524985,0.115345,-0.180664,-0.168857,0.282429,-0.146298,-0.0855941,-0.212317,-0.290013,0.227692,-0.245715,0.0830807,0.0268381,0.0121494,-0.00681844,0.096109,0.283943,0.333816,-0.309023,-0.202756,0.0136619,0.017733,-0.03339,-0.021663,-0.068775,0.00214243,0.0136084,0.0501323,0.031877
0.135826,0.245103,-0.025305,-0.381331,-0.432941,0.0063715,-0.0990518,-0.0732206,0.0709107,-0.140142,-0.145133,0.151799,-0.0561722,-0.0625974,0.168786,0.101961,-0.0696947,0.299753,-0.0893202,0.0450782,0.026417,0.178586,0.0104614,0.0520587,-0.120539,0.457713,0.26345,0.00414002,0.0227375,0.00159312,0.0123874,-0.0293596,0.0219498,0.0789496,-0.12412,0.0282755
-0.0127672,0.204011,0.090179,-0.281446,-0.38936,0.0379015,-0.172698,-0.0550104,-0.046101,0.0834799,0.0446218,-0.216274,0.137853,0.0304618,0.136242,0.27927,-0.170417,0.0655228,0.0101113,-0.0310995,-0.0689821,-0.1985,-0.125856,-0.312455,-0.0281767,-0.481672,-0.234158,-0.0100631,-0.0425987,0.0233191,-0.00507653,0.0599968,-0.0132429,-0.0944825,0.125121,-0.0114654
-0.226681,0.215755,0.248377,-0.0664008,-0.075074,0.0139855,-0.25317,-0.000421414,0.0430777,0.140439,-0.0289937,-0.488308,0.15417,0.0435284,-0.160366,0.0198585,-0.0297454,-0.470069,0.260702,0.132077,-0.029216,0.127234,0.106512,0.20407,0.0280038,0.241014,0.104797,0.00119139,0.0103486,0.00247684,0.0111317,-0.00619437,0.00527027,0.0340286,-0.0690709,0.00462044
