0.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
     0.0893   -0.092809  -0.0841752
  0.0627111  -0.0905784   -0.113246
  0.0462756  -0.0619942   -0.1507890.0349226,-0.0118541,0.0625572,
0.0573484,-0.00109697,0.0230393,
0.0729412,-0.0122554,0.0183807,
0.0841763,-0.0514752,0.0235255,
0.104315,-0.0445915,-0.022689,
0.118084,-0.0277192,-0.0200324,
0.117024,-0.0762959,0.00467792,
0.126453,-0.0913742,-0.0193112,
0.13717,-0.0500093,-0.0431999,
0.12001,-0.0973002,0.0256561,
0.104237,-0.152529,-0.0733796,
0.0811454,0.00278006,-0.430014,
-0.0868887,0.122493,-0.57421,
-0.394791,-0.129345,-0.170114,
-0.577006,-0.361383,0.202716,
-0.444706,-0.07299,0.174716,
-0.202177,0.438365,0.0207284,
-0.0672859,0.545978,0.069051,
-0.00238577,0.340993,0.175262,
0.0686945,0.198598,0.198127,
0.11855,0.10606,0.250562,
0.13003,-0.0406114,0.312741,
0.144941,-0.124712,0.249263,
0.155035,-0.127842,0.141476,
0.137279,-0.150041,0.0825178,
0.115266,-0.168368,0.0379423,
0.107166,-0.122233,-0.0381559,
0.0893,-0.092809,-0.0841752,
0.0627111,-0.0905784,-0.113246,
0.0462756,-0.0619942,-0.150789,
  0.0349226  -0.0118541   0.0625572
  0.0573484 -0.00109697   0.0230393
  0.0729412  -0.0122554   0.0183807
  0.0841763  -0.0514752   0.0235255
   0.104315  -0.0445915   -0.022689
   0.118084  -0.0277192  -0.0200324
   0.117024  -0.0762959  0.00467792
   0.126453  -0.0913742  -0.0193112
    0.13717  -0.0500093  -0.0431999
    0.12001  -0.0973002   0.0256561
   0.104237   -0.152529  -0.0733796
  0.0811454  0.00278006   -0.430014
 -0.0868887    0.122493    -0.57421
  -0.394791   -0.129345   -0.170114
  -0.577006   -0.361383    0.202716
  -0.444706    -0.07299    0.174716
  -0.202177    0.438365   0.0207284
 -0.0672859    0.545978    0.069051
-0.00238577    0.340993    0.175262
  0.0686945    0.198598    0.198127
    0.11855     0.10606    0.250562
    0.13003  -0.0406114    0.312741
   0.144941   -0.124712    0.249263
   0.155035   -0.127842    0.141476
   0.137279   -0.150041   0.0825178
   0.115266   -0.168368   0.0379423
   0.107166   -0.122233  -0.0381559
